-9,-33,-1016,15,-25,50<\n>
-9,-36,-1033,30,-5,35<\n>
-6,-43,-1016,20,-20,35<\n>
-16,-39,-1029,45,-25,20<\n>
-9,-39,-1036,35,-55,45<\n>
-6,-29,-1029,75,-15,-45<\n>
-9,-36,-1033,60,-10,20<\n>
-6,-39,-1026,-10,-25,0<\n>
-3,-33,-1043,40,-30,30<\n>
0,-39,-1036,15,-10,-25<\n>
-3,-39,-1033,30,-20,35<\n>
-6,-36,-1039,-35,20,-15<\n>
-3,-46,-1033,-10,-65,10<\n>
-3,-29,-1046,-5,-40,5<\n>
-9,-36,-1039,60,-75,15<\n>
0,-39,-1033,-20,20,20<\n>
-3,-39,-1046,25,-110,15<\n>
0,-43,-1033,20,10,20<\n>
-6,-36,-1039,10,-20,25<\n>
-3,-43,-1036,-15,-90,-10<\n>
-6,-33,-1039,40,5,-15<\n>
3,-36,-1046,40,5,50<\n>
0,-53,-1039,-15,35,35<\n>
0,-43,-1046,95,10,40<\n>
6,-39,-1039,35,-80,25<\n>
0,-43,-1046,5,25,60<\n>
9,-36,-1049,5,15,40<\n>
9,-36,-1049,95,0,-25<\n>
6,-43,-1043,60,10,0<\n>
-3,-39,-1046,40,5,-15<\n>
3,-36,-1046,30,-25,35<\n>
0,-46,-1043,0,0,60<\n>
6,-39,-1043,90,5,35<\n>
6,-36,-1049,-10,-35,20<\n>
6,-43,-1049,15,-15,-20<\n>
9,-39,-1043,70,40,5<\n>
3,-39,-1046,60,-5,20<\n>
-3,-39,-1049,60,-15,30<\n>
19,-46,-1046,10,-50,30<\n>
6,-36,-1039,25,-25,15<\n>
13,-43,-1026,10,-40,45<\n>
9,-36,-1049,25,-30,25<\n>
13,-53,-1043,-30,-50,5<\n>
19,-36,-1033,25,-45,5<\n>
13,-39,-1043,45,-45,35<\n>
16,-43,-1026,-30,-80,40<\n>
9,-39,-1033,-10,-45,35<\n>
6,-46,-1039,-35,-35,-40<\n>
13,-39,-1029,55,-20,55<\n>
6,-39,-1033,0,-135,45<\n>
13,-43,-1029,60,-70,15<\n>
6,-36,-1033,5,-50,10<\n>
0,-43,-1033,40,-35,25<\n>
6,-43,-1023,10,-70,15<\n>
0,-36,-1036,-60,-25,85<\n>
13,-43,-1016,45,-60,-30<\n>
6,-39,-1029,55,10,30<\n>
6,-39,-1033,65,-55,-25<\n>
9,-43,-1019,60,-80,30<\n>
3,-39,-1026,-40,-35,5<\n>
9,-36,-1019,5,-10,10<\n>
13,-39,-1023,20,-60,10<\n>
9,-39,-1023,20,-50,55<\n>
13,-39,-1009,5,-20,50<\n>
0,-33,-1023,-45,-10,15<\n>
3,-36,-1016,20,-110,20<\n>
9,-39,-1019,5,-60,25<\n>
0,-36,-1019,40,-100,35<\n>
9,-43,-1013,0,-90,100<\n>
-3,-39,-1016,-5,-10,35<\n>
3,-36,-1006,55,-40,10<\n>
0,-43,-1009,30,-40,35<\n>
3,-43,-1009,-20,-50,-35<\n>
-3,-39,-1009,30,0,30<\n>
-3,-36,-1006,10,-30,-15<\n>
3,-39,-1009,-20,-25,-20<\n>
0,-43,-996,60,-25,25<\n>
3,-36,-1009,35,-40,-55<\n>
0,-46,-1006,25,-65,40<\n>
-3,-43,-1006,80,25,40<\n>
-3,-43,-1006,60,-90,15<\n>
-3,-39,-989,-20,-55,45<\n>
-3,-39,-1006,-10,50,10<\n>
3,-29,-993,-25,-90,30<\n>
-6,-33,-989,5,-90,-25<\n>
-3,-36,-996,20,-25,40<\n>
-6,-36,-986,20,-85,-15<\n>
-9,-36,-989,20,-40,65<\n>
-6,-29,-983,30,-60,5<\n>
-9,-33,-993,-5,-10,-30<\n>
-9,-36,-986,65,-10,0<\n>
-6,-33,-979,5,30,50<\n>
-13,-36,-983,5,-45,15<\n>
-6,-26,-983,30,0,-40<\n>
-3,-36,-986,70,-35,0<\n>
-6,-33,-983,-20,-40,-10<\n>
-6,-36,-986,45,-65,0<\n>
-9,-36,-989,15,-5,-40<\n>
-6,-39,-989,5,-60,-20<\n>
-6,-33,-989,-35,-40,40<\n>
-13,-36,-983,-10,-85,-10<\n>
-6,-29,-983,-5,-70,30<\n>
-13,-39,-989,25,-15,65<\n>
-9,-36,-986,-30,-30,-10<\n>
-9,-23,-983,100,-35,5<\n>
-13,-36,-973,30,-10,35<\n>
-9,-33,-976,15,-65,15<\n>
-13,-33,-979,75,-25,-5<\n>
-13,-43,-989,25,-40,-35<\n>
-6,-29,-983,35,-45,15<\n>
-6,-33,-986,15,-20,55<\n>
-6,-39,-979,-20,-25,15<\n>
-6,-33,-999,-40,-25,20<\n>
-6,-36,-986,25,-80,15<\n>
-9,-23,-986,35,-15,25<\n>
-9,-36,-989,15,-10,-35<\n>
-9,-33,-979,55,-55,0<\n>
-6,-29,-996,40,-45,5<\n>
-16,-39,-999,25,-50,-20<\n>
-6,-36,-986,-20,50,0<\n>
-13,-26,-996,75,0,-15<\n>
-6,-36,-973,55,-55,0<\n>
-13,-26,-986,20,0,0<\n>
-6,-29,-996,45,15,0<\n>
-9,-36,-983,-5,-15,45<\n>
-9,-26,-999,-45,15,45<\n>
-9,-29,-1003,50,35,35<\n>
-6,-26,-986,35,-35,5<\n>
-6,-29,-1003,35,-10,25<\n>
-6,-29,-1003,20,-5,-10<\n>
-6,-29,-1006,30,50,65<\n>
-13,-33,-1009,20,-10,75<\n>
0,-36,-1003,20,-15,10<\n>
0,-29,-1013,30,-85,20<\n>
0,-33,-1003,40,35,-5<\n>
-3,-33,-1016,-5,10,25<\n>
-6,-33,-1009,95,-20,20<\n>
3,-33,-1009,25,-5,-25<\n>
-13,-36,-1006,10,35,-20<\n>
0,-36,-1009,35,-40,-15<\n>
-6,-36,-1023,-35,0,25<\n>
0,-39,-1019,15,20,95<\n>
0,-29,-1019,45,45,40<\n>
3,-36,-1023,30,-10,-5<\n>
6,-33,-1009,65,-50,-30<\n>
0,-39,-1019,40,-60,30<\n>
6,-36,-1023,25,-25,25<\n>
13,-29,-1029,65,5,20<\n>
9,-43,-1023,-10,5,20<\n>
9,-33,-1019,-35,-15,-5<\n>
9,-36,-1029,20,-25,30<\n>
6,-39,-1033,0,-65,-40<\n>
13,-36,-1019,30,-30,55<\n>
3,-39,-1029,75,-30,-20<\n>
3,-39,-1029,65,-25,35<\n>
6,-33,-1029,30,25,0<\n>
0,-39,-1033,40,-10,50<\n>
9,-39,-1023,5,-40,20<\n>
13,-33,-1039,40,25,15<\n>
13,-39,-1033,20,-25,-10<\n>
16,-36,-1033,-15,-10,30<\n>
16,-43,-1046,40,-65,20<\n>
16,-36,-1029,45,-5,-65<\n>
16,-33,-1043,35,20,-30<\n>
16,-36,-1046,80,-10,35<\n>
13,-39,-1026,-10,-60,25<\n>
16,-46,-1049,-20,-10,-30<\n>
23,-36,-1029,0,-10,-20<\n>
13,-39,-1043,15,15,20<\n>
9,-49,-1039,0,10,-20<\n>
19,-36,-1033,25,65,-55<\n>
16,-43,-1039,0,-40,25<\n>
13,-36,-1029,-35,10,-10<\n>
16,-49,-1043,10,-25,40<\n>
6,-29,-1039,45,-15,-20<\n>
23,-43,-1039,10,-30,10<\n>
13,-39,-1039,65,-15,0<\n>
23,-46,-1029,-10,10,5<\n>
16,-43,-1049,55,-5,-10<\n>
19,-46,-1029,-15,-45,55<\n>
19,-43,-1033,55,-25,-10<\n>
16,-43,-1039,90,-50,15<\n>
16,-43,-1029,25,35,40<\n>
9,-46,-1039,-30,10,20<\n>
3,-39,-1036,65,-50,20<\n>
13,-43,-1023,80,-55,35<\n>
9,-43,-1036,45,-60,75<\n>
13,-36,-1019,25,10,25<\n>
6,-43,-1029,45,35,45<\n>
6,-46,-1026,20,-110,-40<\n>
9,-33,-1019,-5,-75,-15<\n>
6,-43,-1036,-15,-25,25<\n>
6,-46,-1013,-5,-115,35<\n>
6,-29,-1023,-45,-15,75<\n>
6,-53,-1019,-50,-35,-50<\n>
13,-39,-1023,15,-10,50<\n>
0,-39,-1023,35,-70,-5<\n>
13,-46,-1013,45,-75,75<\n>
6,-46,-1023,20,-85,-15<\n>
3,-43,-1019,30,-45,50<\n>
6,-39,-1016,20,-45,10<\n>
-3,-36,-1016,40,-70,20<\n>
3,-43,-1003,-5,-75,0<\n>
0,-33,-1013,35,-90,-10<\n>
-3,-49,-1016,25,-75,30<\n>
-3,-43,-1003,-15,-80,-20<\n>
3,-39,-1009,-5,-80,60<\n>
0,-43,-1003,25,-70,-45<\n>
0,-29,-1009,-5,-30,-10<\n>
-6,-39,-999,20,-60,45<\n>
0,-39,-1003,20,-5,0<\n>
-6,-36,-1006,40,-45,65<\n>
-3,-43,-999,-10,-50,30<\n>
-3,-36,-996,30,-30,-35<\n>
-3,-29,-1003,80,-115,40<\n>
3,-33,-989,5,-35,20<\n>
-6,-36,-999,20,-80,0<\n>
-3,-36,-999,-25,5,50<\n>
-3,-29,-1003,40,-85,15<\n>
0,-29,-999,30,-85,-15<\n>
-9,-33,-989,-10,-35,0<\n>
-6,-36,-989,60,-15,20<\n>
-9,-26,-996,55,-60,50<\n>
0,-33,-989,70,-55,15<\n>
-6,-29,-996,-10,0,35<\n>
0,-33,-989,-20,-60,45<\n>
-6,-29,-996,25,40,25<\n>
0,-29,-989,-25,10,-10<\n>
-3,-29,-996,0,-75,-20<\n>
6,-29,-1003,10,-20,50<\n>
-6,-29,-993,35,-25,75<\n>
-3,-33,-996,-45,-95,25<\n>
-6,-29,-989,50,-5,-15<\n>
0,-33,-996,40,-15,-10<\n>
-3,-36,-1006,35,-55,-30<\n>
0,-33,-993,15,-70,40<\n>
0,-36,-993,50,55,35<\n>
-3,-33,-1003,30,10,60<\n>
-6,-33,-993,50,-50,5<\n>
0,-26,-1013,55,-30,25<\n>
-6,-29,-1009,-20,-10,30<\n>
16,-33,-1006,60,25,25<\n>
-3,-33,-1016,35,-50,80<\n>
13,-33,-996,20,-70,35<\n>
0,-29,-1016,50,-55,-20<\n>
9,-39,-1013,-10,10,45<\n>
9,-36,-1019,45,15,65<\n>
16,-39,-1009,35,-10,35<\n>
6,-29,-1003,20,-35,10<\n>
9,-26,-1016,25,0,10<\n>
0,-39,-1019,40,-65,5<\n>
9,-46,-1009,50,-5,50<\n>
3,-33,-1023,30,-5,60<\n>
19,-36,-1019,140,-30,15<\n>
6,-39,-1016,45,-90,35<\n>
13,-29,-1026,55,0,20<\n>
16,-36,-1019,5,-30,30<\n>
9,-36,-1029,30,-90,20<\n>
16,-29,-1019,55,-10,0<\n>
13,-36,-1023,25,5,20<\n>
9,-39,-1019,50,70,30<\n>
19,-36,-1019,85,-5,-20<\n>
13,-39,-1026,80,-50,40<\n>
16,-36,-1033,135,-10,-10<\n>
26,-36,-1026,10,25,30<\n>
19,-29,-1029,90,15,10<\n>
29,-33,-1029,-30,-10,45<\n>
19,-39,-1036,60,25,-55<\n>
16,-36,-1039,60,0,20<\n>
26,-36,-1033,45,0,-5<\n>
19,-36,-1039,35,-15,15<\n>
29,-36,-1036,25,-35,25<\n>
19,-39,-1036,50,25,20<\n>
26,-33,-1029,5,0,-25<\n>
29,-39,-1036,-30,60,20<\n>
29,-39,-1029,40,-20,-5<\n>
36,-33,-1029,60,45,40<\n>
29,-39,-1033,50,-55,0<\n>
29,-43,-1033,20,-45,-20<\n>
33,-39,-1039,30,-35,55<\n>
26,-39,-1036,30,-75,80<\n>
33,-39,-1026,30,-50,0<\n>
26,-43,-1029,45,-100,65<\n>
36,-36,-1036,-20,-5,15<\n>
36,-43,-1036,5,0,45<\n>
33,-46,-1036,60,-45,-5<\n>
43,-39,-1023,25,35,-20<\n>
26,-33,-1039,45,-25,20<\n>
29,-43,-1029,-5,-50,25<\n>
36,-36,-1039,35,-65,20<\n>
9,-49,-1036,75,-25,85<\n>
43,-46,-1039,55,-10,35<\n>
16,-33,-1026,10,-25,35<\n>
43,-53,-1019,45,-30,-15<\n>
26,-36,-1033,30,-55,25<\n>
39,-53,-1033,10,-35,0<\n>
13,-26,-1019,80,25,20<\n>
43,-53,-1029,55,5,70<\n>
19,-33,-1026,30,-80,-15<\n>
46,-49,-1029,5,-40,-15<\n>
16,-49,-1043,-40,-100,30<\n>
39,-36,-1019,85,0,20<\n>
26,-39,-1029,45,-25,60<\n>
19,-36,-1026,100,10,10<\n>
19,-43,-1019,5,-40,-35<\n>
13,-49,-1029,10,-110,25<\n>
26,-36,-1013,55,-50,0<\n>
16,-39,-1023,70,-130,-45<\n>
36,-43,-1023,-10,-40,35<\n>
16,-49,-1019,-15,-85,15<\n>
26,-46,-1019,70,-75,10<\n>
19,-39,-1016,20,-40,-5<\n>
16,-43,-1013,40,-65,30<\n>
13,-43,-1019,-5,-95,0<\n>
23,-39,-1006,40,-55,-20<\n>
6,-43,-1009,30,-15,0<\n>
19,-43,-1013,-10,-50,-20<\n>
3,-36,-1009,-25,-60,10<\n>
9,-33,-1016,15,-70,15<\n>
13,-43,-1013,70,-65,30<\n>
3,-39,-1009,40,-50,-10<\n>
16,-43,-1013,30,-70,10<\n>
6,-43,-1016,50,-95,65<\n>
6,-39,-1006,-40,-35,-5<\n>
13,-43,-1006,50,-130,-10<\n>
0,-36,-1006,0,-70,0<\n>
9,-43,-999,15,-60,15<\n>
6,-43,-993,65,-35,60<\n>
13,-43,-996,-25,-70,5<\n>
6,-29,-1006,30,-100,-30<\n>
6,-39,-999,5,-90,20<\n>
6,-39,-993,55,-35,-105<\n>
13,-39,-999,-25,-65,-20<\n>
-3,-39,-1006,20,-60,-50<\n>
9,-36,-999,60,-45,10<\n>
-9,-39,-999,35,-50,-5<\n>
0,-39,-999,-30,-70,-20<\n>
0,-43,-996,10,-40,25<\n>
0,-39,-999,-15,-75,-30<\n>
0,-36,-996,0,-85,25<\n>
-3,-39,-1003,85,-45,-20<\n>
-6,-39,-993,-5,5,5<\n>
0,-33,-996,5,20,20<\n>
0,-36,-999,45,-90,15<\n>
0,-36,-979,30,-50,-10<\n>
0,-36,-989,20,-75,10<\n>
0,-36,-999,10,-20,20<\n>
0,-36,-983,40,-55,55<\n>
-3,-33,-983,90,-55,10<\n>
-3,-33,-999,85,10,35<\n>
0,-36,-983,50,-80,35<\n>
-6,-36,-993,-5,0,-10<\n>
6,-29,-989,5,-100,-20<\n>
-6,-33,-989,50,-45,65<\n>
0,-29,-996,10,-35,5<\n>
-3,-36,-996,-25,-60,-20<\n>
-3,-36,-986,60,-30,-5<\n>
-3,-33,-989,25,-70,10<\n>
0,-36,-996,20,-40,25<\n>
-3,-36,-989,70,-100,70<\n>
3,-33,-993,30,-25,20<\n>
0,-33,-1009,10,-60,-10<\n>
0,-36,-993,-15,-20,30<\n>
3,-33,-1006,-20,-20,35<\n>
0,-33,-993,-20,15,-20<\n>
3,-36,-996,20,-15,-15<\n>
3,-36,-1003,65,-80,-30<\n>
6,-33,-996,-15,-105,0<\n>
6,-26,-1003,-20,-70,25<\n>
-3,-36,-999,20,5,5<\n>
-3,-33,-999,-5,-25,30<\n>
-6,-23,-1006,-15,-40,-25<\n>
3,-33,-1006,-15,-25,-20<\n>
6,-33,-1003,20,-65,30<\n>
0,-33,-1006,70,5,-20<\n>
3,-33,-993,0,-60,25<\n>
6,-33,-1009,-20,-25,55<\n>
-9,-33,-1003,45,-30,-5<\n>
13,-29,-1006,40,-20,-65<\n>
-3,-33,-1016,110,-40,10<\n>
6,-36,-1006,-40,-60,40<\n>
3,-29,-1019,15,-95,70<\n>
3,-36,-1006,60,-105,10<\n>
3,-39,-1016,110,-40,45<\n>
0,-33,-1019,-5,-85,-25<\n>
9,-33,-1009,15,-55,-5<\n>
0,-29,-1026,15,5,15<\n>
3,-29,-1026,-20,-40,15<\n>
0,-33,-1019,-15,-55,25<\n>
-3,-23,-1023,60,-20,30<\n>
9,-33,-1003,55,-25,30<\n>
-3,-33,-1019,85,-55,30<\n>
9,-26,-1019,5,-120,15<\n>
3,-33,-1016,80,-45,-10<\n>
9,-29,-1029,-15,-40,-15<\n>
6,-43,-1013,-15,25,-45<\n>
16,-23,-1019,10,-80,-20<\n>
6,-36,-1029,25,45,20<\n>
9,-33,-1016,5,-35,-40<\n>
3,-33,-1026,35,-20,-25<\n>
9,-36,-1023,40,-60,35<\n>
6,-29,-1033,90,-40,40<\n>
0,-33,-1033,30,-5,20<\n>
6,-39,-1029,5,-85,35<\n>
-3,-39,-1029,65,-60,10<\n>
-3,-36,-1036,35,-15,-15<\n>
6,-33,-1023,70,-20,20<\n>
-6,-29,-1029,50,-95,25<\n>
9,-39,-1026,20,-45,15<\n>
-9,-33,-1026,-15,-30,-20<\n>
6,-36,-1029,55,-50,0<\n>
-3,-43,-1026,20,-55,-60<\n>
6,-33,-1036,50,-60,35<\n>
-3,-36,-1033,50,-50,50<\n>
3,-49,-1036,35,-65,20<\n>
6,-43,-1036,90,-70,20<\n>
0,-43,-1023,10,-60,5<\n>
0,-36,-1036,20,-75,-30<\n>
6,-39,-1036,60,-85,10<\n>
-3,-39,-1026,105,-90,45<\n>
-3,-39,-1039,75,-110,-45<\n>
-9,-36,-1019,50,-40,65<\n>
-6,-36,-1023,50,-30,-15<\n>
-6,-39,-1023,-15,-65,0<\n>
-16,-36,-1023,35,-70,15<\n>
-9,-43,-1029,70,-100,-15<\n>
-6,-29,-1026,20,-80,-20<\n>
-9,-36,-1033,70,-120,35<\n>
-3,-46,-1023,55,-25,-40<\n>
-9,-33,-1033,15,10,20<\n>
-6,-43,-1023,50,-90,-55<\n>
-9,-33,-1023,20,-55,0<\n>
-9,-39,-1013,15,-45,-35<\n>
-9,-39,-1019,20,-55,10<\n>
-9,-33,-1036,20,-45,-10<\n>
-9,-39,-1019,25,-50,5<\n>
-6,-36,-1023,30,-80,30<\n>
-16,-33,-1023,80,-65,55<\n>
-16,-39,-1013,30,-50,-30<\n>
-16,-36,-1019,85,-65,25<\n>
-13,-39,-1006,5,-5,-35<\n>
-6,-33,-1016,70,-90,60<\n>
-16,-43,-1019,135,-50,50<\n>
-13,-43,-1006,65,-70,-25<\n>
-16,-33,-1016,35,-60,-10<\n>
-13,-43,-1006,-30,-65,5<\n>
-3,-39,-1023,40,-10,40<\n>
-13,-46,-1016,15,-50,25<\n>
-6,-33,-1013,75,-75,10<\n>
-9,-36,-1013,-30,15,5<\n>
-6,-43,-999,10,-10,40<\n>
-13,-29,-1019,100,-60,45<\n>
-9,-43,-1003,50,-105,-5<\n>
-9,-33,-1006,10,-60,-10<\n>
-19,-33,-1016,20,-30,15<\n>
-16,-36,-999,85,-40,55<\n>
-13,-29,-1013,10,-5,-20<\n>
-16,-39,-1003,90,5,-10<\n>
-6,-29,-1009,35,-30,40<\n>
-13,-46,-1013,30,-50,35<\n>
-13,-39,-999,50,20,20<\n>
-3,-39,-1013,35,-70,10<\n>
-13,-46,-1003,15,-55,20<\n>
-3,-36,-1009,-5,-40,35<\n>
-9,-36,-1006,80,-35,40<\n>
-9,-33,-1006,35,-45,35<\n>
-6,-39,-1016,50,-50,55<\n>
-3,-43,-1013,-35,-60,-15<\n>
-3,-43,-1013,60,-15,95<\n>
-9,-36,-1003,50,-30,5<\n>
-6,-33,-999,60,-20,-50<\n>
-9,-36,-1006,65,-20,-20<\n>
0,-43,-1003,45,-55,5<\n>
-3,-33,-1006,50,-5,75<\n>
-6,-36,-1006,45,0,70<\n>
3,-33,-996,-50,-5,-15<\n>
3,-33,-1009,5,-30,20<\n>
-3,-43,-1013,0,-5,20<\n>
6,-33,-1003,80,-85,10<\n>
-3,-36,-1023,-30,-20,15<\n>
9,-49,-1009,40,-65,45<\n>
0,-26,-1013,5,-5,0<\n>
0,-36,-1016,10,-60,95<\n>
0,-33,-1003,-55,-55,-20<\n>
0,-39,-1023,20,-50,35<\n>
3,-39,-1013,30,5,5<\n>
0,-36,-1009,25,-45,5<\n>
0,-39,-1019,45,50,-10<\n>
9,-33,-1006,55,-20,50<\n>
0,-49,-1016,40,20,-20<\n>
6,-39,-1033,30,-10,85<\n>
-3,73,-933,160,-145,45<\n>
-6,-86,-986,-175,60,-10<\n>
39,49,-1009,30,-65,95<\n>
-19,-76,-1029,-15,10,40<\n>
16,-23,-1023,65,-60,25<\n>
0,-59,-1016,30,-20,10<\n>
13,-26,-1013,95,-15,20<\n>
3,-46,-1026,60,-30,-15<\n>
13,-46,-1019,5,-20,65<\n>
-3,-33,-1026,85,-5,10<\n>
13,-49,-1019,10,-25,10<\n>
0,-39,-1026,10,-35,30<\n>
9,-39,-1023,-30,15,-10<\n>
3,-49,-1013,30,-15,-10<\n>
3,-36,-1016,20,-15,-55<\n>
6,-36,-1023,20,-40,45<\n>
3,-43,-1026,0,-20,20<\n>
3,-39,-1016,75,0,25<\n>
6,-43,-1026,40,-60,40<\n>
0,-43,-1026,-5,-40,30<\n>
6,-29,-1029,20,10,-50<\n>
6,-46,-1029,35,-65,35<\n>
3,-33,-1019,20,-60,5<\n>
9,-39,-1026,25,25,20<\n>
0,-36,-1026,90,-35,-5<\n>
13,-39,-1019,55,-65,0<\n>
0,-43,-1033,10,-20,-10<\n>
0,-39,-1029,10,-40,-30<\n>
3,-36,-1029,-30,-65,55<\n>
-3,-39,-1023,-20,0,25<\n>
6,-39,-1023,65,-50,10<\n>
0,-43,-1033,-10,-15,30<\n>
-3,-43,-1019,-5,-40,50<\n>
6,-36,-1023,75,-50,35<\n>
0,-49,-1023,65,20,-65<\n>
0,-46,-1016,25,-20,45<\n>
0,-39,-1026,65,-70,-10<\n>
-3,-46,-1023,65,0,35<\n>
6,-39,-1023,0,-5,-5<\n>
-3,-39,-1033,-25,-65,45<\n>
3,-43,-1013,20,-85,35<\n>
0,-33,-1033,60,-25,-20<\n>
-6,-46,-1019,-15,10,50<\n>
3,-43,-1026,55,-10,30<\n>
-6,-36,-1029,0,0,30<\n>
-6,-39,-1009,15,-30,15<\n>
-6,-29,-1013,40,-65,-10<\n>
-9,-39,-1013,20,10,0<\n>
0,-39,-1009,-40,-25,30<\n>
-6,-36,-1023,40,-60,-20<\n>
-3,-43,-1016,40,-85,65<\n>
-3,-36,-1016,25,-80,-20<\n>
-9,-39,-1013,15,-45,10<\n>
-3,-46,-1009,0,-100,-50<\n>
-3,-36,-1016,-30,-35,0<\n>
-6,-36,-1003,10,-115,-5<\n>
-6,-29,-1006,20,-90,0<\n>
-6,-33,-1006,25,5,15<\n>
-9,-36,-999,-40,-95,20<\n>
-13,-33,-1006,40,-35,50<\n>
-16,-36,-999,35,-50,-30<\n>
-13,-39,-1006,40,-25,15<\n>
-16,-43,-1006,-30,-15,20<\n>
-6,-33,-996,20,-45,-5<\n>
-23,-29,-1006,0,5,25<\n>
-9,-39,-989,110,-10,15<\n>
-19,-33,-1003,-15,-60,-70<\n>
-13,-36,-993,25,-15,75<\n>
-19,-39,-989,15,-15,25<\n>
-13,-26,-999,-5,-75,-25<\n>
-19,-36,-989,15,-25,40<\n>
-13,-26,-999,-25,-5,15<\n>
-23,-29,-1003,30,-100,25<\n>
-9,-26,-986,55,5,-20<\n>
-23,-26,-996,-40,-55,45<\n>
-16,-36,-979,10,-55,-25<\n>
-16,-26,-1003,55,-55,15<\n>
-19,-33,-996,30,-50,55<\n>
-13,-29,-983,-25,10,25<\n>
-19,-19,-989,60,-50,-40<\n>
-19,-36,-983,-40,-50,-15<\n>
-13,-26,-993,20,10,25<\n>
-19,-33,-996,15,-50,40<\n>
-13,-36,-989,105,-50,-5<\n>
-23,-29,-1003,80,35,-30<\n>
-9,-26,-989,25,15,20<\n>
-29,-19,-1003,100,-55,15<\n>
-9,-36,-996,50,-40,-5<\n>
-13,-29,-996,-10,-60,40<\n>
-16,-33,-999,10,-60,-35<\n>
-16,-26,-989,5,10,15<\n>
-9,-23,-999,20,-45,20<\n>
-23,-29,-993,45,-60,5<\n>
-6,-39,-986,-15,-55,30<\n>
-23,-23,-1006,75,-60,65<\n>
-16,-39,-986,40,5,30<\n>
-19,-26,-999,0,0,-35<\n>
-13,-26,-989,70,10,20<\n>
-16,-33,-993,35,-5,-15<\n>
-16,-26,-1009,50,-55,45<\n>
-13,-29,-989,-20,-30,55<\n>
-9,-23,-1003,45,-25,5<\n>
-9,-33,-1006,40,-15,-35<\n>
-6,-26,-1003,50,5,30<\n>
-13,-26,-1009,10,-5,35<\n>
-13,-26,-996,65,-95,20<\n>
-13,-29,-1003,0,-25,10<\n>
-13,-29,-1009,35,-40,30<\n>
-13,-36,-999,45,0,30<\n>
-9,-33,-1009,25,-10,5<\n>
-9,-33,-1006,25,10,-5<\n>
-9,-33,-1009,45,15,55<\n>
-13,-26,-1016,-30,-20,20<\n>
-6,-33,-996,45,-70,10<\n>
-19,-33,-1016,35,10,5<\n>
-6,-36,-1013,5,-45,20<\n>
-9,-33,-1009,25,-25,0<\n>
-3,-39,-1023,50,-25,5<\n>
